year,age,sex,purpose,country,nation,visits_sum,nights_sum,spend_sum,Sample_N
2004,0 -15,Male,Holiday,Belgium,UK,0.377883,2.645181,0.0141849721,1
2004,0 -15,Male,Holiday,Belgium,Belgium,18.702583,34.611563,1.477333252,20
2004,0 -15,Male,Holiday,Belgium,France,2.394247,0,0.0239448642,1
2004,0 -15,Male,Holiday,Belgium,USA,1.062013,1.547466,0.2007730979,2
2004,0 -15,Male,Holiday,France,UK,3.423046,22.158279,0.8974724015,5
2004,0 -15,Male,Holiday,France,Belgium,0.403893,0,0.0404668475,1
2004,0 -15,Male,Holiday,France,France,127.416045,574.949289,18.9137359567,112
2004,0 -15,Male,Holiday,France,Japan,0.441321,0.882642,0.1326778628,1
2004,0 -15,Male,Holiday,Germany,UK,3.507873,20.123268,0.225531181,3
2004,0 -15,Male,Holiday,Germany,Germany,72.319667,444.978452,15.2432327564,49
2004,0 -15,Male,Holiday,Germany,USA,1.96529,7.199556,1.122266295,2
2004,0 -15,Male,Holiday,Germany,India,0.740688,3.70344,0.2784920218,1
2004,0 -15,Male,Holiday,Italy,UK,0.408518,1.634072,0.0597796645,1
2004,0 -15,Male,Holiday,Italy,Italy,19.723286,163.867991,7.6385593856,19
2004,0 -15,Male,Holiday,Italy,Nigeria,1.343763,4.031289,0.306377964,1
2004,0 -15,Male,Holiday,Netherlands,UK,0.797257,1.594514,0.090090041,1
2004,0 -15,Male,Holiday,Netherlands,Netherlands,17.44289,170.179122,3.9398078527,19
2004,0 -15,Male,Holiday,Netherlands,Australia,0.785788,1.571576,0.1048217618,1
2004,0 -15,Male,Holiday,Denmark,Denmark,2.764001,9.499305,0.8432242793,5
2004,0 -15,Male,Holiday,Greece,Greece,1.994369,30.407768,1.177730232,3
2004,0 -15,Male,Holiday,Spain,Spain,5.480725,52.756246,1.9594918839,5
2004,0 -15,Male,Holiday,Portugal,Portugal,1.482487,21.843971,0.3350372989,3
2004,0 -15,Male,Holiday,Austria,UK,0.262421,2.62421,0.22043364,1
2004,0 -15,Male,Holiday,Austria,Austria,11.599165,128.556782,8.7056455648,18
2004,0 -15,Male,Holiday,Sweden,Sweden,9.482368,66.693109,3.168315569,10
2004,0 -15,Male,Holiday,Finland,Finland,4.930373,35.917653,1.660981979,6
2004,0 -15,Male,Holiday,Irish Republic,UK,1.361669,4.085007,0.2049311845,1
2004,0 -15,Male,Holiday,Irish Republic,Irish Republic,28.222749,61.515765,4.9750048528,23
2004,0 -15,Male,Holiday,Irish Republic,Canada,0.208988,1.04494,0.086312044,1
2004,0 -15,Male,Holiday,Yugoslavia,USA,0.261077,0.783231,0.0883745645,1
2004,0 -15,Male,Holiday,Switzerland,UK,0.382957,1.531828,0.0651792814,1
2004,0 -15,Male,Holiday,Switzerland,France,0.585238,8.193332,0.060279514,1
2004,0 -15,Male,Holiday,Switzerland,Germany,0.655761,3.278805,0.156071118,1
2004,0 -15,Male,Holiday,Switzerland,Switzerland,7.109969,110.251939,3.7950296467,8
2004,0 -15,Male,Holiday,Norway,Norway,12.30818,70.10459,4.3117431905,16
2004,0 -15,Male,Holiday,Iceland,Iceland,1.515989,5.841358,0.504498182,2
2004,0 -15,Male,Holiday,Iceland,USA,0.416467,1.249401,0.050392507,1
2004,0 -15,Male,Holiday,Czech Republic,Czech Republic,16.052215,60.01031,2.0327202194,7
2004,0 -15,Male,Holiday,Poland,Poland,14.891263,92.506984,2.4894951513,6
2004,0 -15,Male,Holiday,Hungary,Hungary,3.412176,16.511992,0.395600845,3
2004,0 -15,Male,Holiday,Russia,Russia,0.995394,7.391969,0.6262299675,2
2004,0 -15,Male,Holiday,Other Western Europe,UK,1.65164,36.33608,1.67311132,1
2004,0 -15,Male,Holiday,Other Western Europe,Other Western Europe,0.9823,8.18751,0.670472775,3
2004,0 -15,Male,Holiday,Other Eastern Europe,Other Eastern Europe,3.146396,80.759238,0.997730766,2
2004,0 -15,Male,Holiday,USA,UK,1.268849,25.542993,2.5736368654,4
2004,0 -15,Male,Holiday,USA,France,0.420048,0,0.012189793,1
2004,0 -15,Male,Holiday,USA,Spain,0.420048,2.940336,0.2255006686,1
2004,0 -15,Male,Holiday,USA,Poland,0.540062,3.780434,0.2899295844,1
2004,0 -15,Male,Holiday,USA,USA,29.27945,285.771839,17.1949120019,73
2004,0 -15,Male,Holiday,USA,Canada,0.313248,10.023936,0.239008224,1
2004,0 -15,Male,Holiday,Canada,UK,1.671668,27.615185,0.421202559,2
2004,0 -15,Male,Holiday,Canada,Canada,5.527221,62.883927,1.1477526814,11
2004,0 -15,Male,Holiday,Mexico,Mexico,0.683646,3.014337,0.1939124715,2
2004,0 -15,Male,Holiday,Argentina,Argentina,0.403893,1.615572,0.1905029996,1
2004,0 -15,Male,Holiday,Chile,Chile,0.865669,0.865669,0.064925175,1
2004,0 -15,Male,Holiday,Colombia,Colombia,0.232473,10.693758,0.177376899,1
2004,0 -15,Male,Holiday,Other Central & South America,UK,0.205778,2.880892,0.126141914,1
2004,0 -15,Male,Holiday,Other Central & South America,France,0.266904,0.800712,0.070195752,1
2004,0 -15,Male,Holiday,Hong Kong,UK,1.157705,15.447925,0.445852885,4
2004,0 -15,Male,Holiday,Hong Kong,USA,0.662856,4.639992,0.074696743,2
2004,0 -15,Male,Holiday,Hong Kong,Canada,0.350718,1.402872,0.136078584,1
2004,0 -15,Male,Holiday,Hong Kong,Hong Kong,0.474284,0.948568,0.290736092,1
2004,0 -15,Male,Holiday,Hong Kong,China,0.290471,4.066594,0.076393873,1
2004,0 -15,Male,Holiday,Malaysia,Malaysia,2.03416,20.307632,1.1295854358,5
2004,0 -15,Male,Holiday,Thailand,UK,0.329511,6.59022,0.663305643,1
2004,0 -15,Male,Holiday,Thailand,Malaysia,0.281553,0.563106,0.059970789,1
2004,0 -15,Male,Holiday,Singapore,Singapore,0.863419,10.220378,0.3609921,2
2004,0 -15,Male,Holiday,Taiwan,Taiwan,0.475269,3.802152,0.0950538,1
2004,0 -15,Male,Holiday,China,China,0.347445,4.86423,0.39191796,1
2004,0 -15,Male,Holiday,Other Asia,Other Asia,0.294194,0.294194,0.046776846,1
2004,0 -15,Male,Holiday,Japan,UK,1.122102,31.418856,0.575638326,1
2004,0 -15,Male,Holiday,Japan,USA,0.436204,2.18102,0.09378386,1
2004,0 -15,Male,Holiday,Japan,Japan,2.806832,16.525524,1.6700381188,8
2004,0 -15,Male,Holiday,South Korea,South Korea,6.68134,27.811622,1.050980304,6
2004,0 -15,Male,Holiday,Australia,UK,0.474174,5.215914,0.100999062,1
2004,0 -15,Male,Holiday,Australia,Australia,6.009606,71.154422,2.5677555797,16
2004,0 -15,Male,Holiday,New Zealand,UK,0.217578,2.393358,0.111617514,1
2004,0 -15,Male,Holiday,New Zealand,Australia,0.197858,0.395716,0.032250854,1
2004,0 -15,Male,Holiday,New Zealand,New Zealand,2.177227,22.261583,0.9787648758,3
2004,0 -15,Male,Holiday,United Arab Emirates,UK,1.605611,19.267332,2.7771723615,1
2004,0 -15,Male,Holiday,United Arab Emirates,Canada,0.287448,0.862344,0.041105064,1
2004,0 -15,Male,Holiday,United Arab Emirates,South Korea,0.27269,0.27269,0.0217243942,1
2004,0 -15,Male,Holiday,United Arab Emirates,Australia,0.216067,1.512469,0.067628971,1
2004,0 -15,Male,Holiday,United Arab Emirates,United Arab Emirates,1.059275,14.851456,0.4550614485,3
2004,0 -15,Male,Holiday,Other Gulf States,UK,0.209736,2.09736,0.065647368,1
2004,0 -15,Male,Holiday,Other Gulf States,Other Gulf States,1.50614,17.398522,1.76814024,5
2004,0 -15,Male,Holiday,Saudi Arabia,Saudi Arabia,1.45381,25.341011,2.1102035991,4
2004,0 -15,Male,Holiday,Saudi Arabia,Egypt,0.263869,4.221904,0.135364797,1
2004,0 -15,Male,Holiday,Israel,Germany,0.213318,4.479678,0.216091134,1
2004,0 -15,Male,Holiday,Israel,Israel,0.443024,5.759312,0.248831961,1
2004,0 -15,Male,Holiday,India,India,1.511932,11.151258,0.1586395746,5
2004,0 -15,Male,Holiday,Pakistan,UK,0.221607,4.653747,0.224487891,1
2004,0 -15,Male,Holiday,Pakistan,Pakistan,0.786683,66.415718,0.4818111176,2
2004,0 -15,Male,Holiday,South Africa,Canada,0.200628,0.802512,0.057279294,1
2004,0 -15,Male,Holiday,South Africa,South Africa,0.859852,4.399932,0.183148476,2
2004,0 -15,Male,Holiday,Other Southern Africa,South Africa,0.342198,20.874078,1.857792942,1
2004,0 -15,Male,Holiday,Nigeria,UK,0.184667,7.571347,0.772277394,1
2004,0 -15,Male,Holiday,Nigeria,Nigeria,2.535138,44.189022,1.3066309912,8
2004,0 -15,Male,Holiday,Other Africa,UK,0.297773,7.742098,0.130424574,1
2004,0 -15,Male,Holiday,Other Africa,USA,0.594197,24.956274,2.470671126,1
2004,0 -15,Male,Holiday,Other Africa,South Korea,0.255958,1.023832,0.259285454,1
2004,0 -15,Male,Holiday,Other Africa,Other Africa,0.965473,7.455431,0.3231165994,3
2004,0 -15,Male,Business,Belgium,Belgium,0.433896,0.433896,0.086787444,1
2004,0 -15,Male,Business,France,France,0.514467,0.514467,0.1291692876,1
2004,0 -15,Male,Business,Netherlands,Netherlands,0.276928,0,0.011907904,1
2004,0 -15,Male,Business,Irish Republic,South Africa,0.831154,1.662308,0.052362702,1
2004,0 -15,Male,Business,Czech Republic,Czech Republic,1.725419,3.450838,0.402022627,1
2004,0 -15,Male,Business,USA,USA,0.695351,2.726716,0.2040775155,2
2004,0 -15,Male,Business,Australia,Australia,0.615503,17.234084,4.205116496,1
2004,0 -15,Male,VFR,Belgium,UK,3.320992,40.006673,0.4675246681,2
2004,0 -15,Male,VFR,Belgium,Belgium,3.746585,3.662914,0.3006651569,3
2004,0 -15,Male,VFR,Belgium,Germany,0.441321,3.089247,0.0483727535,1
2004,0 -15,Male,VFR,France,UK,8.66643,53.988386,0.4300646997,9
2004,0 -15,Male,VFR,France,France,17.099558,84.751476,1.7196881237,24
2004,0 -15,Male,VFR,France,Irish Republic,0.40861,0.81722,0.0102385408,1
2004,0 -15,Male,VFR,France,Switzerland,0.636954,5.732586,0.1488370412,1
2004,0 -15,Male,VFR,France,Other Asia,0.40861,1.22583,0.1132389065,1
2004,0 -15,Male,VFR,France,Other Southern Africa,0.470255,5.64306,0.2428777727,1
2004,0 -15,Male,VFR,France,Other Africa,0.441321,4.41321,0.0218917282,1
2004,0 -15,Male,VFR,Germany,UK,5.922936,63.974309,0.4155563582,6
2004,0 -15,Male,VFR,Germany,Germany,16.58133,110.30054,1.3141032184,18
2004,0 -15,Male,VFR,Germany,Netherlands,1.430118,40.043304,1.721862072,1
2004,0 -15,Male,VFR,Germany,Finland,0.482713,0.965426,0.0223655414,1
2004,0 -15,Male,VFR,Germany,Other Asia,0.340944,1.70472,0.08012184,1
2004,0 -15,Male,VFR,Italy,UK,1.808526,4.596876,0.0122925511,2
2004,0 -15,Male,VFR,Italy,France,0.458295,0,0.1146874072,1
2004,0 -15,Male,VFR,Italy,Italy,6.00723,33.573766,0.732071116,3
2004,0 -15,Male,VFR,Netherlands,UK,5.051038,24.547329,2.6374443975,4
2004,0 -15,Male,VFR,Netherlands,Netherlands,17.156415,114.610569,1.4373910201,13
2004,0 -15,Male,VFR,Denmark,UK,1.050336,7.352352,0.053041968,1
2004,0 -15,Male,VFR,Denmark,Denmark,12.001658,152.993127,6.0987532215,9
2004,0 -15,Male,VFR,Greece,UK,1.290586,27.102306,0,1
2004,0 -15,Male,VFR,Greece,Greece,1.702827,6.811308,0.4475592975,2
2004,0 -15,Male,VFR,Spain,UK,9.392388,113.540926,2.471725572,9
2004,0 -15,Male,VFR,Spain,Spain,1.778882,18.673796,0.2936893285,2
2004,0 -15,Male,VFR,Portugal,UK,0.371788,1.115364,0.0482086346,1
2004,0 -15,Male,VFR,Portugal,Portugal,1.779196,21.743791,0.151947597,2
2004,0 -15,Male,VFR,Portugal,Japan,0.266904,2.135232,0.093816756,1
2004,0 -15,Male,VFR,Austria,UK,1.747942,19.227362,0.197517446,1
2004,0 -15,Male,VFR,Austria,Austria,4.686435,62.20782,2.186923786,4
2004,0 -15,Male,VFR,Sweden,UK,3.184104,36.149526,0.7389330627,2
2004,0 -15,Male,VFR,Sweden,Sweden,1.284132,4.934428,0.4377814695,3
2004,0 -15,Male,VFR,Finland,UK,0.512554,2.56277,0.070732452,1
2004,0 -15,Male,VFR,Finland,Finland,1.24037,12.38614,0.3031352059,2
2004,0 -15,Male,VFR,Irish Republic,UK,3.133628,11.527533,0.2696415526,3
2004,0 -15,Male,VFR,Irish Republic,Irish Republic,27.034051,122.500192,3.6435440012,20
2004,0 -15,Male,VFR,Switzerland,UK,0.600392,11.407448,0.3037827418,1
2004,0 -15,Male,VFR,Switzerland,Italy,0.347629,2.085774,0.065354252,1
2004,0 -15,Male,VFR,Switzerland,Switzerland,0.363918,2.911344,0.0532532127,1
2004,0 -15,Male,VFR,Norway,Norway,6.544649,54.579239,2.6266538781,8
2004,0 -15,Male,VFR,Czech Republic,Czech Republic,1.694894,10.169364,0.191523022,1
2004,0 -15,Male,VFR,Poland,Poland,5.396091,55.837045,0.4643450325,3
2004,0 -15,Male,VFR,Other Western Europe,Other Western Europe,0.578097,8.669745,0.318506189,2
2004,0 -15,Male,VFR,Other Eastern Europe,UK,1.726789,94.973395,0,1
2004,0 -15,Male,VFR,USA,UK,1.215057,21.36446,0.1644117746,6
2004,0 -15,Male,VFR,USA,France,0.110713,0.442852,0,1
2004,0 -15,Male,VFR,USA,Netherlands,0.534043,2.136172,0.113217116,1
2004,0 -15,Male,VFR,USA,USA,25.209114,356.280027,5.6882850761,59
2004,0 -15,Male,VFR,USA,Canada,0.233194,0.932776,0.017023162,1
2004,0 -15,Male,VFR,USA,India,0.19048,1.14288,0.0168892902,1
2004,0 -15,Male,VFR,Canada,UK,1.171131,24.141724,0.342271803,2
2004,0 -15,Male,VFR,Canada,Canada,9.515809,144.242286,3.7564990421,18
2004,0 -15,Male,VFR,Argentina,Germany,1.532047,4.596141,0.096518961,1
2004,0 -15,Male,VFR,Colombia,Colombia,0.232473,0.929892,0.0668748105,1
2004,0 -15,Male,VFR,Other Central & South America,UK,1.384919,20.051195,0.2634548583,4
2004,0 -15,Male,VFR,Hong Kong,Canada,0.19787,0.98935,0.16086831,1
2004,0 -15,Male,VFR,Malaysia,Portugal,1.016064,12.192768,0.780337152,1
2004,0 -15,Male,VFR,Malaysia,Malaysia,1.30754,16.734738,0.299386804,3
2004,0 -15,Male,VFR,Singapore,UK,1.758256,32.922704,2.066824393,3
2004,0 -15,Male,VFR,China,UK,0.284707,4.270605,0.117583991,1
2004,0 -15,Male,VFR,China,China,0.459279,25.719624,1.2859812,1
2004,0 -15,Male,VFR,Other Asia,UK,0.383362,2.683534,0.388345706,1
2004,0 -15,Male,VFR,Other Asia,Other Asia,0.288125,8.355625,0.147808125,1
2004,0 -15,Male,VFR,Japan,UK,0.822726,9.642926,0.133142768,2
2004,0 -15,Male,VFR,Japan,Pakistan,0.229279,3.209906,0.218273608,1
2004,0 -15,Male,VFR,Australia,UK,3.72287,52.30938,1.2721793409,6
2004,0 -15,Male,VFR,Australia,Australia,5.212047,119.133709,2.5820368255,18
2004,0 -15,Male,VFR,New Zealand,UK,0.631734,17.688552,1.008247464,1
2004,0 -15,Male,VFR,New Zealand,New Zealand,0.789702,12.957235,0.1868828244,4
2004,0 -15,Male,VFR,United Arab Emirates,UK,4.136444,162.532669,0.8969395414,4
2004,0 -15,Male,VFR,United Arab Emirates,Switzerland,0.277371,3.605823,0.114554223,1
2004,0 -15,Male,VFR,Other Gulf States,UK,0.201753,1.614024,0.175928616,1
2004,0 -15,Male,VFR,Other Gulf States,Other Gulf States,0.204559,9.614273,1.047955757,1
2004,0 -15,Male,VFR,Saudi Arabia,Saudi Arabia,0.191434,5.934454,0.7044133725,1
2004,0 -15,Male,VFR,Saudi Arabia,Pakistan,2.553478,17.874346,0.4587757318,1
2004,0 -15,Male,VFR,Iran,Iran,1.089431,20.868285,0.1472455489,2
2004,0 -15,Male,VFR,Egypt,UK,0.307809,6.15618,0.096344217,1
2004,0 -15,Male,VFR,Israel,UK,0.634846,16.505996,0.325675998,1
2004,0 -15,Male,VFR,Israel,Irish Republic,1.526863,0,0,1
2004,0 -15,Male,VFR,Israel,Israel,3.38455,46.111501,1.52084085,5
2004,0 -15,Male,VFR,India,UK,0.220044,0.660132,0,1
2004,0 -15,Male,VFR,India,India,0.29057,1.74342,0.17811941,1
2004,0 -15,Male,VFR,Pakistan,UK,0.320679,16.354629,0.084338577,1
2004,0 -15,Male,VFR,Pakistan,Canada,0.468132,4.68132,0.04977788,1
2004,0 -15,Male,VFR,Pakistan,Pakistan,2.046803,53.090636,1.539628444,2
2004,0 -15,Male,VFR,South Africa,South Africa,0.431572,1.294716,0.437182436,1
2004,0 -15,Male,VFR,Other Southern Africa,Other Southern Africa,0.40861,2.04305,0.02655965,1
2004,0 -15,Male,VFR,Nigeria,Nigeria,0.981087,19.990128,0.229821231,2
2004,0 -15,Male,VFR,Other Africa,UK,0.371581,5.316425,0.186811353,2
2004,0 -15,Male,VFR,Other Africa,Other Africa,3.990147,67.530355,0.3529112125,6
2004,0 -15,Male,Study,France,France,7.167209,84.953483,3.4424231122,14
2004,0 -15,Male,Study,France,Portugal,0.106455,1.49037,0.0456718564,1
2004,0 -15,Male,Study,Germany,Germany,6.60763,99.12367,5.1600490173,8
2004,0 -15,Male,Study,Italy,Italy,8.620679,116.203269,4.5630525568,15
2004,0 -15,Male,Study,Spain,Spain,4.831586,114.963063,4.9713464709,5
2004,0 -15,Male,Study,Austria,Austria,5.095978,92.902287,3.9297092003,4
2004,0 -15,Male,Study,Sweden,Sweden,0.841888,17.09943,0.716231394,2
2004,0 -15,Male,Study,Switzerland,China,0.554018,3.324108,0.2187927886,1
2004,0 -15,Male,Study,Russia,Russia,1.448158,57.136304,0.7184366421,2
2004,0 -15,Male,Study,Hong Kong,Hong Kong,3.66285,103.711971,4.4454353555,4
2004,0 -15,Male,Study,Thailand,Thailand,0.312205,4.37087,0.36715308,1
2004,0 -15,Male,Study,China,China,1.164647,16.388388,1.0238434809,3
2004,0 -15,Male,Study,Japan,Japan,2.237296,47.113372,2.637285318,4
2004,0 -15,Male,Misc.,Belgium,Belgium,0.839296,0.839296,0.0890493056,1
2004,0 -15,Male,Misc.,France,UK,0.620059,0.620059,0.0369195607,2
2004,0 -15,Male,Misc.,France,France,0.879432,2.19996,0.3554737491,2
2004,0 -15,Male,Misc.,France,Denmark,0.703386,3.51693,0.1145056137,1
2004,0 -15,Male,Misc.,Germany,UK,3.115461,0.675171,0.1840881567,2
2004,0 -15,Male,Misc.,Germany,Germany,3.015709,34.092728,0.4838883944,3
2004,0 -15,Male,Misc.,Italy,Italy,5.013666,12.74958,1.1442437608,4
2004,0 -15,Male,Misc.,Netherlands,Netherlands,2.583949,5.822527,0.9958998116,4
2004,0 -15,Male,Misc.,Spain,UK,0.490556,61.3195,0.3260686488,1
2004,0 -15,Male,Misc.,Portugal,Portugal,4.272519,10.135428,0.1172792024,2
2004,0 -15,Male,Misc.,Austria,Germany,0.576042,2.304168,0.203534648,1
2004,0 -15,Male,Misc.,Sweden,Sweden,1.000333,5.229968,0.3603125091,3
2004,0 -15,Male,Misc.,Irish Republic,Irish Republic,13.273045,30.78567,1.8226962002,12
2004,0 -15,Male,Misc.,Irish Republic,USA,0.271178,0.271178,0.0487217377,1
2004,0 -15,Male,Misc.,Turkey,USA,0.410345,0.410345,0.0605258875,1
2004,0 -15,Male,Misc.,Norway,Norway,1.454845,0.5696,0.1061680118,2
2004,0 -15,Male,Misc.,Russia,USA,0.540406,1.621218,0.22967255,1
2004,0 -15,Male,Misc.,Other Western Europe,UK,1.474272,1.474272,0.314019936,1
2004,0 -15,Male,Misc.,Other Eastern Europe,UK,0.348643,2.091858,0.178853859,1
2004,0 -15,Male,Misc.,USA,Switzerland,0.702295,2.390594,0.1737659117,2
2004,0 -15,Male,Misc.,USA,USA,5.660283,18.44726,0.9131158067,16
2004,0 -15,Male,Misc.,USA,Pakistan,0.215754,0.215754,0.0030744945,1
2004,0 -15,Male,Misc.,Canada,Canada,1.721861,1.721861,0.047840955,4
2004,0 -15,Male,Misc.,Canada,Saudi Arabia,0.212062,0.212062,0,1
2004,0 -15,Male,Misc.,Other Central & South America,Switzerland,0.209293,0.209293,0.0187666754,1
2004,0 -15,Male,Misc.,Australia,UK,0.207602,6.643264,0,1
2004,0 -15,Male,Misc.,United Arab Emirates,UK,0.373201,0.373201,0.045903723,1
2004,0 -15,Male,Misc.,United Arab Emirates,United Arab Emirates,0.644069,0.644069,0.094248549,1
2004,0 -15,Male,Misc.,Other Gulf States,Other Gulf States,0.552677,6.770976,0.652373751,2
2004,0 -15,Male,Misc.,Saudi Arabia,USA,0.213318,0.213318,0.004906314,1
2004,0 -15,Male,Misc.,Israel,Israel,0.223742,0.223742,0.005705421,1
2004,0 -15,Male,Misc.,India,India,0.222408,4.44816,0.058493304,1
2004,0 -15,Male,Misc.,Pakistan,Pakistan,0.548132,52.07254,0.4378007022,1
2004,0 -15,Male,Misc.,South Africa,South Africa,0.177181,0.354362,0.059887178,1
2004,0 -15,Male,Misc.,Other Africa,USA,0.213669,0.427338,0.045511497,1
2004,0 -15,Male,Misc.,Other Africa,Other Africa,1.424293,138.821461,1.166461731,4
2004,0 -15,Male,Transit,Belgium,Belgium,0,0,0.0020243123,1
2004,0 -15,Male,Transit,France,France,0,0,0.001009495,4
2004,0 -15,Male,Transit,Germany,Germany,0,0,0.0110312116,5
2004,0 -15,Male,Transit,Germany,USA,0,0,0.0100500695,1
2004,0 -15,Male,Transit,Italy,Italy,0,0,0.0060753367,2
2004,0 -15,Male,Transit,Netherlands,Netherlands,0,0,0,2
2004,0 -15,Male,Transit,Denmark,Denmark,0,0,0,1
2004,0 -15,Male,Transit,Spain,Spain,0,0,0.000347002,1
2004,0 -15,Male,Transit,Austria,Austria,0,0,0,1
2004,0 -15,Male,Transit,Sweden,Sweden,0,0,0.0176418293,3
2004,0 -15,Male,Transit,Irish Republic,UK,0,0,0.009206627,2
2004,0 -15,Male,Transit,Irish Republic,Spain,0,0,0,1
2004,0 -15,Male,Transit,Irish Republic,Irish Republic,0,0,0.1258172259,23
2004,0 -15,Male,Transit,Irish Republic,New Zealand,0,0,0,1
2004,0 -15,Male,Transit,Norway,Norway,0,0,0.001112516,3
2004,0 -15,Male,Transit,Iceland,Iceland,0,0,0.0339753946,2
2004,0 -15,Male,Transit,USA,UK,0,0,0,1
2004,0 -15,Male,Transit,USA,Italy,0,0,0,1
2004,0 -15,Male,Transit,USA,Irish Republic,0,0,0,1
2004,0 -15,Male,Transit,USA,USA,0,0,0.101810395,20
2004,0 -15,Male,Transit,USA,Canada,0,0,0.0055908,1
2004,0 -15,Male,Transit,Canada,Denmark,0,0,0,1
2004,0 -15,Male,Transit,Canada,Canada,0,0,0.0169841142,3
2004,0 -15,Male,Transit,Canada,India,0,0,0,1
2004,0 -15,Male,Transit,Canada,Pakistan,0,0,0,1
2004,0 -15,Male,Transit,Canada,Other Southern Africa,0,0,0.0008308,1
2004,0 -15,Male,Transit,Other Central & South America,Italy,0,0,0,1
2004,0 -15,Male,Transit,South Korea,South Korea,0,0,1.4007625302,1
2004,0 -15,Male,Transit,Australia,Australia,0,0,0.004763605,5
2004,0 -15,Male,Transit,New Zealand,Irish Republic,0,0,0,1
2004,0 -15,Male,Transit,United Arab Emirates,Irish Republic,0,0,0.0046287675,1
2004,0 -15,Male,Transit,India,India,0,0,0.240403684,2
2004,0 -15,Male,Transit,South Africa,South Africa,0,0,0,1
2004,0 -15,Male,Transit,Other Africa,UK,0,0,0.001632378,1
2004,0 -15,Male,Transit,Other Africa,Irish Republic,0,0,0,1
2004,0 -15,Female,Holiday,Belgium,UK,0.415308,7.060236,0.004994494,1
2004,0 -15,Female,Holiday,Belgium,Belgium,27.541489,24.203775,1.9304132442,24
2004,0 -15,Female,Holiday,Belgium,Netherlands,0.902603,0,0.0225677828,1
2004,0 -15,Female,Holiday,Belgium,USA,0.420048,0.840096,0.110892672,1
2004,0 -15,Female,Holiday,Luxembourg,UK,0.771826,6.174608,0.202990238,1
2004,0 -15,Female,Holiday,France,UK,1.848773,15.295506,0.1525944156,2
2004,0 -15,Female,Holiday,France,France,171.125557,734.234846,24.2260957369,153
2004,0 -15,Female,Holiday,France,Italy,0.458676,0.917352,0.086231088,1
2004,0 -15,Female,Holiday,France,Other Eastern Europe,0.74814,3.7407,0.2581083,1
2004,0 -15,Female,Holiday,France,USA,0.470255,0.94051,0.0685039269,1
2004,0 -15,Female,Holiday,France,Canada,0.40861,0.40861,0.0061426341,1
2004,0 -15,Female,Holiday,France,South Africa,0.40861,2.86027,0.1024524197,1
2004,0 -15,Female,Holiday,Germany,UK,1.777868,15.111878,0.447631605,2
2004,0 -15,Female,Holiday,Germany,Germany,84.338433,506.96462,18.0324821143,61
2004,0 -15,Female,Holiday,Germany,USA,8.808094,10.102992,0.081578574,5
2004,0 -15,Female,Holiday,Germany,China,0.300471,1.502355,0.033953223,1
2004,0 -15,Female,Holiday,Germany,Other Asia,1.016115,7.787976,0.072621072,2
2004,0 -15,Female,Holiday,Italy,UK,0.623484,11.222712,0.2121460424,1
2004,0 -15,Female,Holiday,Italy,Italy,18.362801,144.014654,7.4049080229,17
2004,0 -15,Female,Holiday,Italy,USA,1.622167,8.110835,1.1270005232,1
2004,0 -15,Female,Holiday,Italy,Nigeria,0.385221,1.540884,0.110943648,1
2004,0 -15,Female,Holiday,Netherlands,Netherlands,19.726063,138.431461,4.7343761629,24
2004,0 -15,Female,Holiday,Netherlands,Canada,0.605427,1.816281,0.026033361,1
2004,0 -15,Female,Holiday,Denmark,Denmark,7.802585,43.364719,1.4879821064,11
2004,0 -15,Female,Holiday,Greece,Greece,0.583948,1.751844,0.2022404627,1
2004,0 -15,Female,Holiday,Spain,Spain,11.934981,113.263583,3.5590810418,16
2004,0 -15,Female,Holiday,Spain,USA,0.289055,1.73433,0.061568715,1
2004,0 -15,Female,Holiday,Portugal,Portugal,3.596173,36.383266,2.3048883931,5
2004,0 -15,Female,Holiday,Austria,Austria,2.24195,17.594956,1.1289574803,6
2004,0 -15,Female,Holiday,Austria,Canada,0.417723,1.253169,0.0894065069,1
2004,0 -15,Female,Holiday,Sweden,Sweden,15.717018,118.354853,6.6453324289,17
2004,0 -15,Female,Holiday,Finland,Finland,4.228829,32.192872,2.1326807738,6
2004,0 -15,Female,Holiday,Irish Republic,UK,7.002432,40.458836,2.7383605601,2
2004,0 -15,Female,Holiday,Irish Republic,Irish Republic,21.393865,45.001954,4.0469380977,18
2004,0 -15,Female,Holiday,Yugoslavia,Yugoslavia,0.562434,7.874076,0.850962642,1
2004,0 -15,Female,Holiday,Switzerland,UK,1.067914,16.991532,0.379492507,2
2004,0 -15,Female,Holiday,Switzerland,Italy,0.263115,1.05246,0.12313782,1
2004,0 -15,Female,Holiday,Switzerland,Switzerland,10.990214,83.299553,4.8120904329,7
2004,0 -15,Female,Holiday,Norway,Denmark,0.3681,5.1534,0.0158283,1
2004,0 -15,Female,Holiday,Norway,Norway,14.72934,123.167904,4.6290280694,18
2004,0 -15,Female,Holiday,Czech Republic,Czech Republic,5.38105,21.5242,0.7421275108,2
2004,0 -15,Female,Holiday,Poland,UK,0.625691,3.128455,0,1
2004,0 -15,Female,Holiday,Poland,Poland,22.644108,187.804928,3.8950499326,9
2004,0 -15,Female,Holiday,Hungary,Hungary,3.517602,27.07654,0.6930443389,3
2004,0 -15,Female,Holiday,Other Western Europe,UK,0.423123,2.538738,0.111281349,1
