year,age,sex,purpose,country,nation,visits_sum,nights_sum,spend_sum,Sample_N
2008,45-54,Female,Holiday,Denmark,Denmark,32.15,210.94,16.60,35
2008,45-54,Female,Holiday,Greece,Greece,5.58,26.82,3.10,6
2008,45-54,Female,Holiday,Spain,UK,2.59,23.79,0.81,3
2008,45-54,Female,Holiday,Spain,Italy,0.93,2.78,0.37,1
2008,45-54,Female,Holiday,Spain,Spain,31.79,144.57,14.67,29
2008,45-54,Female,Holiday,Spain,USA,0.04,0.08,0.01,1
2008,45-54,Female,Holiday,Spain,Colombia,1.61,11.26,0.51,1
2008,45-54,Female,Holiday,Spain,Other Central & South America,0.85,5.96,0.44,1
2008,45-54,Female,Holiday,Portugal,UK,1.81,3.62,0.62,2
2008,45-54,Female,Holiday,Portugal,Portugal,4.66,20.31,2.83,5
2008,45-54,Female,Holiday,Austria,Austria,8.63,47.00,5.10,6
2008,45-54,Female,Holiday,Sweden,Germany,0.80,3.99,0.35,1
2008,45-54,Female,Holiday,Sweden,Sweden,24.93,99.88,9.70,42
2008,45-54,Female,Holiday,Finland,Germany,1.23,2.47,0.33,1
2008,45-54,Female,Holiday,Finland,Finland,4.61,21.67,2.64,9
2008,45-54,Female,Holiday,Irish Republic,UK,3.66,9.73,0.96,3
2008,45-54,Female,Holiday,Irish Republic,Irish Republic,42.91,168.88,16.86,45
2008,45-54,Female,Holiday,Irish Republic,Other Eastern Europe,1.09,3.27,0.67,1
2008,45-54,Female,Holiday,Irish Republic,USA,1.01,3.03,0.34,1
2008,45-54,Female,Holiday,Turkey,UK,1.18,40.29,0.67,1
2008,45-54,Female,Holiday,Turkey,Turkey,1.38,6.52,1.87,3
2008,45-54,Female,Holiday,Yugoslavia,Yugoslavia,3.61,16.62,2.01,3
2008,45-54,Female,Holiday,Switzerland,France,1.25,0.00,0.06,1
2008,45-54,Female,Holiday,Switzerland,Switzerland,11.91,70.04,6.35,15
2008,45-54,Female,Holiday,Norway,UK,1.07,7.47,0.23,1
2008,45-54,Female,Holiday,Norway,Denmark,0.99,2.96,0.84,1
2008,45-54,Female,Holiday,Norway,Sweden,0.92,5.53,0.74,1
2008,45-54,Female,Holiday,Norway,Norway,20.35,90.42,11.31,29
2008,45-54,Female,Holiday,Norway,Iceland,0.91,2.74,0.44,1
2008,45-54,Female,Holiday,Iceland,Iceland,0.62,2.48,0.23,1
2008,45-54,Female,Holiday,Czech Republic,Czech Republic,5.05,19.29,1.34,4
2008,45-54,Female,Holiday,Poland,Poland,9.80,141.67,2.84,7
2008,45-54,Female,Holiday,Poland,Taiwan,1.48,2.95,1.68,1
2008,45-54,Female,Holiday,Hungary,Hungary,2.17,10.84,0.30,2
2008,45-54,Female,Holiday,Russia,Russia,3.27,22.64,1.81,4
2008,45-54,Female,Holiday,Russia,USA,0.84,5.03,0.52,1
2008,45-54,Female,Holiday,Other Western Europe,Other Western Europe,2.62,9.84,0.84,4
2008,45-54,Female,Holiday,Other Eastern Europe,UK,1.05,15.78,2.12,1
2008,45-54,Female,Holiday,Other Eastern Europe,Other Eastern Europe,20.83,182.04,13.94,16
2008,45-54,Female,Holiday,USA,UK,4.06,75.28,2.56,6
2008,45-54,Female,Holiday,USA,Spain,0.43,1.72,0.11,1
2008,45-54,Female,Holiday,USA,Sweden,0.30,2.43,0.16,1
2008,45-54,Female,Holiday,USA,Poland,0.95,3.80,0.49,1
2008,45-54,Female,Holiday,USA,USA,82.66,486.56,55.78,128
2008,45-54,Female,Holiday,USA,Canada,2.40,25.19,2.07,2
2008,45-54,Female,Holiday,USA,Other Central & South America,0.60,1.81,0.15,1
2008,45-54,Female,Holiday,Canada,Canada,25.33,236.65,16.29,45
2008,45-54,Female,Holiday,Mexico,Mexico,2.15,8.11,0.50,3
2008,45-54,Female,Holiday,Brazil,Brazil,4.24,37.00,1.26,6
2008,45-54,Female,Holiday,Chile,Chile,1.17,3.52,0.42,2
2008,45-54,Female,Holiday,Other Central & South America,Netherlands,0.47,6.52,0.10,1
2008,45-54,Female,Holiday,Other Central & South America,Canada,0.34,2.06,0.48,1
2008,45-54,Female,Holiday,Other Central & South America,Other Central & South America,2.64,50.82,3.46,3
2008,45-54,Female,Holiday,Hong Kong,UK,0.82,8.57,0.52,2
2008,45-54,Female,Holiday,Hong Kong,Hong Kong,1.07,4.63,3.88,2
2008,45-54,Female,Holiday,Hong Kong,Australia,1.14,6.83,0.70,1
2008,45-54,Female,Holiday,Malaysia,Malaysia,0.98,2.26,0.44,3
2008,45-54,Female,Holiday,Thailand,Thailand,0.54,3.22,0.17,1
2008,45-54,Female,Holiday,Singapore,UK,0.46,10.23,0.70,1
2008,45-54,Female,Holiday,Singapore,Singapore,0.68,5.91,0.22,2
2008,45-54,Female,Holiday,Singapore,Australia,0.94,1.91,0.73,2
2008,45-54,Female,Holiday,Taiwan,Taiwan,0.29,2.34,0.29,1
2008,45-54,Female,Holiday,Other Asia,UK,0.86,16.33,0.35,2
2008,45-54,Female,Holiday,Other Asia,Other Asia,0.65,9.11,0.48,1
2008,45-54,Female,Holiday,Japan,Japan,11.89,38.13,4.74,20
2008,45-54,Female,Holiday,South Korea,South Korea,3.98,8.57,1.01,6
2008,45-54,Female,Holiday,Australia,UK,1.52,25.30,1.69,3
2008,45-54,Female,Holiday,Australia,Germany,0.59,1.77,0.09,1
2008,45-54,Female,Holiday,Australia,USA,0.03,0.26,0.05,1
2008,45-54,Female,Holiday,Australia,Australia,30.68,289.61,22.70,56
2008,45-54,Female,Holiday,Australia,New Zealand,0.27,3.29,0.25,1
2008,45-54,Female,Holiday,New Zealand,Australia,0.37,2.60,0.27,1
2008,45-54,Female,Holiday,New Zealand,New Zealand,6.07,25.99,2.65,7
2008,45-54,Female,Holiday,United Arab Emirates,New Zealand,0.74,5.94,0.34,1
2008,45-54,Female,Holiday,United Arab Emirates,United Arab Emirates,0.39,3.50,0.41,1
2008,45-54,Female,Holiday,United Arab Emirates,Other Gulf States,0.65,3.27,0.34,1
2008,45-54,Female,Holiday,United Arab Emirates,India,1.09,1.09,0.01,1
2008,45-54,Female,Holiday,United Arab Emirates,South Africa,0.58,5.25,0.59,1
2008,45-54,Female,Holiday,Other Gulf States,Other Gulf States,2.93,13.85,4.52,5
2008,45-54,Female,Holiday,Saudi Arabia,Saudi Arabia,0.76,19.92,1.28,2
2008,45-54,Female,Holiday,Iran,Iran,0.43,3.03,0.83,1
2008,45-54,Female,Holiday,Egypt,Egypt,0.43,1.28,0.01,1
2008,45-54,Female,Holiday,Israel,Germany,0.63,0.63,0.17,1
2008,45-54,Female,Holiday,Israel,Israel,1.20,6.03,0.61,2
2008,45-54,Female,Holiday,India,India,5.03,36.15,1.69,9
2008,45-54,Female,Holiday,Pakistan,Pakistan,0.39,12.19,0.46,1
2008,45-54,Female,Holiday,South Africa,UK,1.06,23.26,0.97,2
2008,45-54,Female,Holiday,South Africa,South Africa,5.18,35.86,3.03,8
2008,45-54,Female,Holiday,Other Southern Africa,Other Southern Africa,1.69,118.49,1.33,2
2008,45-54,Female,Holiday,Nigeria,Nigeria,4.12,48.15,7.60,8
2008,45-54,Female,Holiday,Other Africa,UK,0.65,48.03,0.88,1
2008,45-54,Female,Holiday,Other Africa,Germany,0.44,4.00,0.12,1
2008,45-54,Female,Holiday,Other Africa,Other Africa,0.57,6.26,0.39,1
2008,45-54,Female,Business,Belgium,UK,1.11,0.00,0.07,2
2008,45-54,Female,Business,Belgium,Belgium,7.45,11.36,2.45,9
2008,45-54,Female,Business,Belgium,Germany,3.14,4.38,0.80,2
2008,45-54,Female,Business,Belgium,Italy,0.53,0.00,0.00,1
2008,45-54,Female,Business,France,UK,2.13,11.84,0.40,3
2008,45-54,Female,Business,France,France,20.91,90.79,7.54,28
2008,45-54,Female,Business,France,Germany,0.66,2.64,0.32,1
2008,45-54,Female,Business,France,New Zealand,2.22,4.44,3.47,1
2008,45-54,Female,Business,France,Other Africa,0.34,0.68,0.12,1
2008,45-54,Female,Business,Germany,UK,2.14,4.31,1.19,3
2008,45-54,Female,Business,Germany,Germany,17.20,55.67,13.67,20
2008,45-54,Female,Business,Germany,USA,0.98,1.97,0.36,2
2008,45-54,Female,Business,Italy,UK,0.78,2.34,0.44,1
2008,45-54,Female,Business,Italy,Italy,15.42,53.21,7.42,15
2008,45-54,Female,Business,Italy,USA,0.39,1.16,0.04,1
2008,45-54,Female,Business,Netherlands,Netherlands,9.38,21.36,2.20,13
2008,45-54,Female,Business,Denmark,Denmark,6.01,19.82,3.73,8
2008,45-54,Female,Business,Greece,Germany,0.47,1.41,0.71,1
2008,45-54,Female,Business,Greece,Greece,0.53,2.13,0.14,1
2008,45-54,Female,Business,Spain,UK,5.83,48.29,1.38,5
2008,45-54,Female,Business,Spain,Spain,3.01,7.13,1.22,3
2008,45-54,Female,Business,Austria,UK,0.46,2.30,0.03,1
2008,45-54,Female,Business,Austria,Germany,1.04,2.01,0.35,2
2008,45-54,Female,Business,Austria,Austria,4.49,13.26,2.22,5
2008,45-54,Female,Business,Sweden,Sweden,9.89,16.50,3.61,16
2008,45-54,Female,Business,Sweden,Finland,0.30,0.00,0.02,1
2008,45-54,Female,Business,Finland,Finland,2.57,12.21,1.77,3
2008,45-54,Female,Business,Irish Republic,UK,2.18,2.18,2.25,2
2008,45-54,Female,Business,Irish Republic,Irish Republic,12.88,9.47,3.02,13
2008,45-54,Female,Business,Turkey,Turkey,0.75,4.26,0.34,2
2008,45-54,Female,Business,Yugoslavia,Yugoslavia,3.02,10.34,2.44,3
2008,45-54,Female,Business,Switzerland,UK,2.71,9.55,0.65,3
2008,45-54,Female,Business,Switzerland,Switzerland,1.29,5.15,0.80,1
2008,45-54,Female,Business,Switzerland,Czech Republic,0.46,2.77,0.42,1
2008,45-54,Female,Business,Norway,Norway,8.57,23.05,7.44,18
2008,45-54,Female,Business,Iceland,Iceland,0.92,1.84,0.24,1
2008,45-54,Female,Business,Czech Republic,Czech Republic,0.86,3.45,0.49,1
2008,45-54,Female,Business,Czech Republic,Other Eastern Europe,0.70,3.52,0.08,1
2008,45-54,Female,Business,Poland,Poland,1.53,6.13,5.54,1
2008,45-54,Female,Business,Hungary,Hungary,1.45,4.36,0.31,1
2008,45-54,Female,Business,Russia,Russia,0.65,4.52,0.84,1
2008,45-54,Female,Business,Other Western Europe,UK,2.23,5.37,0.24,2
2008,45-54,Female,Business,Other Western Europe,Other Western Europe,1.05,1.05,0.29,1
2008,45-54,Female,Business,Other Eastern Europe,Other Eastern Europe,3.89,27.47,1.97,4
2008,45-54,Female,Business,USA,UK,2.16,14.10,0.99,3
2008,45-54,Female,Business,USA,Russia,0.76,4.59,0.09,1
2008,45-54,Female,Business,USA,USA,51.04,241.25,46.37,92
2008,45-54,Female,Business,USA,Canada,0.30,2.13,0.70,1
2008,45-54,Female,Business,USA,India,0.29,1.16,0.22,1
2008,45-54,Female,Business,USA,Other Africa,0.30,1.22,0.46,1
2008,45-54,Female,Business,Canada,Canada,7.73,60.68,9.03,16
2008,45-54,Female,Business,Brazil,Brazil,1.70,8.18,2.96,2
2008,45-54,Female,Business,Argentina,Argentina,0.35,1.75,0.55,1
2008,45-54,Female,Business,Other Central & South America,UK,0.33,1.98,0.00,1
2008,45-54,Female,Business,Other Central & South America,USA,0.80,2.41,2.43,1
2008,45-54,Female,Business,Other Central & South America,Other Central & South America,1.62,4.52,1.38,3
2008,45-54,Female,Business,Hong Kong,UK,0.26,0.52,0.16,1
2008,45-54,Female,Business,Hong Kong,Hong Kong,0.32,0.96,0.20,1
2008,45-54,Female,Business,Hong Kong,Malaysia,0.29,0.87,1.45,1
2008,45-54,Female,Business,Malaysia,Malaysia,0.99,10.88,0.51,1
2008,45-54,Female,Business,Thailand,UK,0.28,1.12,0.14,1
2008,45-54,Female,Business,Thailand,Thailand,1.08,3.25,0.05,1
2008,45-54,Female,Business,Singapore,Singapore,0.68,2.75,0.55,2
2008,45-54,Female,Business,China,China,1.24,23.96,2.95,2
2008,45-54,Female,Business,Other Asia,Germany,0.37,3.66,0.63,1
2008,45-54,Female,Business,Japan,Japan,1.85,10.66,2.74,4
2008,45-54,Female,Business,Australia,UK,0.59,19.98,0.87,2
2008,45-54,Female,Business,Australia,Australia,2.05,8.35,1.33,3
2008,45-54,Female,Business,Australia,New Zealand,0.28,3.10,0.43,1
2008,45-54,Female,Business,New Zealand,New Zealand,0.94,4.69,0.92,1
2008,45-54,Female,Business,United Arab Emirates,UK,0.64,6.13,1.29,2
2008,45-54,Female,Business,United Arab Emirates,Malaysia,0.58,1.17,0.30,1
2008,45-54,Female,Business,Other Gulf States,India,0.39,0.78,0.03,1
2008,45-54,Female,Business,Other Middle East,New Zealand,0.59,1.76,0.13,1
2008,45-54,Female,Business,Egypt,USA,0.31,0.63,0.16,1
2008,45-54,Female,Business,Egypt,Egypt,0.36,1.42,0.54,1
2008,45-54,Female,Business,Israel,Israel,1.74,2.64,0.96,3
2008,45-54,Female,Business,India,India,2.57,22.26,0.70,5
2008,45-54,Female,Business,Pakistan,Pakistan,0.60,3.60,0.08,1
2008,45-54,Female,Business,South Africa,UK,0.46,4.13,1.15,1
2008,45-54,Female,Business,South Africa,South Africa,4.09,22.58,2.94,7
2008,45-54,Female,Business,Other Southern Africa,Other Southern Africa,0.59,2.37,0.84,1
2008,45-54,Female,Business,Nigeria,Nigeria,0.72,25.67,0.68,2
2008,45-54,Female,Business,Other Africa,Other Africa,0.64,0.64,0.59,1
2008,45-54,Female,VFR,Belgium,UK,3.69,18.20,0.59,7
2008,45-54,Female,VFR,Belgium,Belgium,8.45,22.78,0.71,9
2008,45-54,Female,VFR,Belgium,Netherlands,0.26,1.04,0.03,1
2008,45-54,Female,VFR,Belgium,Denmark,0.91,0.00,0.32,1
2008,45-54,Female,VFR,Belgium,USA,0.98,1.97,0.02,1
2008,45-54,Female,VFR,Luxembourg,UK,0.91,2.73,0.24,1
2008,45-54,Female,VFR,Luxembourg,Belgium,0.64,7.05,0.01,1
2008,45-54,Female,VFR,Luxembourg,Luxembourg,0.86,6.03,0.44,1
2008,45-54,Female,VFR,France,UK,33.83,283.74,5.60,32
2008,45-54,Female,VFR,France,France,56.41,224.13,13.95,59
2008,45-54,Female,VFR,France,Portugal,0.88,3.53,0.10,1
2008,45-54,Female,VFR,France,Finland,0.30,5.74,1.21,1
2008,45-54,Female,VFR,France,Irish Republic,0.58,0.58,0.10,1
2008,45-54,Female,VFR,France,USA,0.58,0.00,0.03,1
2008,45-54,Female,VFR,France,Other Asia,0.64,0.00,0.04,1
2008,45-54,Female,VFR,France,Other Africa,3.78,48.92,1.74,4
2008,45-54,Female,VFR,Germany,UK,18.64,99.40,4.03,15
2008,45-54,Female,VFR,Germany,Germany,45.39,285.98,13.52,43
2008,45-54,Female,VFR,Germany,Netherlands,1.31,8.11,0.39,2
2008,45-54,Female,VFR,Germany,Greece,1.30,5.20,1.25,1
2008,45-54,Female,VFR,Italy,UK,13.17,70.62,2.91,12
2008,45-54,Female,VFR,Italy,Italy,23.63,113.45,4.42,21
2008,45-54,Female,VFR,Italy,Poland,0.66,9.21,0.36,1
2008,45-54,Female,VFR,Italy,Argentina,0.35,2.07,0.11,1
2008,45-54,Female,VFR,Netherlands,UK,4.98,13.19,0.66,7
2008,45-54,Female,VFR,Netherlands,Netherlands,26.31,127.18,7.89,26
2008,45-54,Female,VFR,Denmark,UK,1.16,24.32,0.36,1
2008,45-54,Female,VFR,Denmark,Italy,0.85,4.23,1.64,1
2008,45-54,Female,VFR,Denmark,Denmark,14.89,72.18,4.56,14
2008,45-54,Female,VFR,Denmark,Norway,0.90,1.81,0.47,1
2008,45-54,Female,VFR,Greece,UK,4.80,179.36,3.65,3
2008,45-54,Female,VFR,Greece,Greece,2.81,17.48,2.42,6
2008,45-54,Female,VFR,Spain,UK,51.66,416.59,19.81,41
2008,45-54,Female,VFR,Spain,Germany,0.82,8.23,2.48,1
2008,45-54,Female,VFR,Spain,Italy,1.36,8.14,3.46,1
2008,45-54,Female,VFR,Spain,Spain,21.92,105.06,8.87,16
2008,45-54,Female,VFR,Spain,USA,1.44,4.32,0.15,1
2008,45-54,Female,VFR,Spain,Canada,0.36,6.09,0.27,1
2008,45-54,Female,VFR,Portugal,UK,2.12,23.41,0.44,2
2008,45-54,Female,VFR,Portugal,Portugal,9.26,54.94,4.67,7
2008,45-54,Female,VFR,Portugal,Irish Republic,0.77,1.55,0.28,1
2008,45-54,Female,VFR,Portugal,Brazil,0.81,4.04,0.17,1
2008,45-54,Female,VFR,Austria,UK,0.95,3.79,0.30,1
2008,45-54,Female,VFR,Austria,Austria,0.94,3.68,0.31,2
2008,45-54,Female,VFR,Austria,Russia,5.26,220.85,1.57,1
2008,45-54,Female,VFR,Sweden,UK,2.92,17.64,0.65,4
2008,45-54,Female,VFR,Sweden,Sweden,11.24,51.46,6.08,17
2008,45-54,Female,VFR,Sweden,Finland,0.81,4.07,0.22,1
2008,45-54,Female,VFR,Finland,Finland,0.39,1.17,0.27,1
2008,45-54,Female,VFR,Irish Republic,UK,16.37,62.64,3.83,14
2008,45-54,Female,VFR,Irish Republic,Irish Republic,72.41,437.80,18.56,66
2008,45-54,Female,VFR,Irish Republic,USA,0.55,0.55,0.06,1
2008,45-54,Female,VFR,Irish Republic,Australia,1.04,8.36,0.42,1
2008,45-54,Female,VFR,Turkey,UK,1.78,28.67,3.69,2
2008,45-54,Female,VFR,Turkey,Turkey,1.40,23.12,1.54,3
2008,45-54,Female,VFR,Yugoslavia,UK,1.12,3.35,1.13,1
2008,45-54,Female,VFR,Yugoslavia,Yugoslavia,1.42,5.70,0.45,1
2008,45-54,Female,VFR,Yugoslavia,Australia,0.29,1.17,0.09,1
2008,45-54,Female,VFR,Switzerland,UK,6.51,16.45,1.37,3
2008,45-54,Female,VFR,Switzerland,France,1.26,5.03,0.65,1
2008,45-54,Female,VFR,Switzerland,Switzerland,10.37,41.61,2.33,8
2008,45-54,Female,VFR,Switzerland,Other Africa,1.13,3.38,2.83,1
2008,45-54,Female,VFR,Norway,France,0.38,1.88,0.10,1
2008,45-54,Female,VFR,Norway,Norway,3.34,8.19,1.00,4
2008,45-54,Female,VFR,Iceland,Iceland,1.27,6.35,0.58,2
2008,45-54,Female,VFR,Czech Republic,Czech Republic,10.54,70.13,2.32,8
2008,45-54,Female,VFR,Poland,France,1.04,6.24,0.02,1
2008,45-54,Female,VFR,Poland,Poland,67.84,654.44,16.29,43
2008,45-54,Female,VFR,Hungary,Hungary,3.35,37.54,1.87,2
2008,45-54,Female,VFR,Russia,UK,1.02,10.07,0.75,2
2008,45-54,Female,VFR,Russia,Russia,0.54,2.69,0.11,1
2008,45-54,Female,VFR,Other Western Europe,UK,6.45,51.62,1.67,6
2008,45-54,Female,VFR,Other Western Europe,Denmark,0.67,1.34,0.21,1
2008,45-54,Female,VFR,Other Western Europe,Other Western Europe,14.07,151.92,8.20,17
2008,45-54,Female,VFR,Other Eastern Europe,Other Eastern Europe,17.38,129.01,4.40,15
2008,45-54,Female,VFR,Other Eastern Europe,USA,0.78,6.26,0.06,1
2008,45-54,Female,VFR,USA,UK,24.39,899.18,15.46,33
2008,45-54,Female,VFR,USA,France,1.42,8.51,0.18,1
2008,45-54,Female,VFR,USA,Netherlands,1.17,7.01,0.13,1
2008,45-54,Female,VFR,USA,Irish Republic,0.70,11.89,1.41,1
2008,45-54,Female,VFR,USA,Poland,1.05,28.43,0.58,1
2008,45-54,Female,VFR,USA,Other Western Europe,0.28,1.95,0.29,1
2008,45-54,Female,VFR,USA,USA,76.64,655.77,32.31,114
2008,45-54,Female,VFR,USA,Canada,0.55,3.56,0.03,2
2008,45-54,Female,VFR,USA,Venezuela,0.39,6.57,0.78,1
2008,45-54,Female,VFR,USA,India,0.67,5.40,0.08,1
2008,45-54,Female,VFR,USA,Other Africa,0.79,2.37,0.09,1
2008,45-54,Female,VFR,Canada,UK,6.42,98.48,3.07,9
2008,45-54,Female,VFR,Canada,Irish Republic,0.24,0.73,0.00,1
2008,45-54,Female,VFR,Canada,Canada,24.67,259.49,12.66,39
2008,45-54,Female,VFR,Brazil,Italy,0.86,6.04,0.62,1
2008,45-54,Female,VFR,Brazil,Brazil,1.65,18.57,1.56,3
2008,45-54,Female,VFR,Brazil,Other Central & South America,0.32,1.61,0.13,1
2008,45-54,Female,VFR,Other Central & South America,UK,0.54,7.07,1.37,1
2008,45-54,Female,VFR,Other Central & South America,USA,0.36,3.62,0.91,1
2008,45-54,Female,VFR,Other Central & South America,Other Central & South America,1.02,55.41,0.35,2
2008,45-54,Female,VFR,Hong Kong,UK,5.08,51.44,41.37,8
2008,45-54,Female,VFR,Hong Kong,Portugal,0.36,0.72,0.18,1
2008,45-54,Female,VFR,Hong Kong,Hong Kong,0.69,23.65,0.60,2
2008,45-54,Female,VFR,Hong Kong,China,0.45,4.03,0.37,1
2008,45-54,Female,VFR,Hong Kong,New Zealand,0.27,2.97,0.22,1
2008,45-54,Female,VFR,Malaysia,UK,0.35,6.70,0.71,1
2008,45-54,Female,VFR,Malaysia,Malaysia,1.15,59.26,0.94,3
2008,45-54,Female,VFR,Malaysia,Other Asia,0.35,10.15,0.48,1
2008,45-54,Female,VFR,Thailand,UK,0.32,5.15,0.17,1
2008,45-54,Female,VFR,Thailand,Thailand,2.39,23.78,2.38,5
2008,45-54,Female,VFR,Singapore,UK,0.36,1.78,0.02,1
2008,45-54,Female,VFR,Singapore,Singapore,0.89,6.88,2.71,2
2008,45-54,Female,VFR,Singapore,Australia,0.39,3.10,0.16,1
2008,45-54,Female,VFR,Singapore,India,0.39,5.82,0.32,1
2008,45-54,Female,VFR,Taiwan,UK,0.31,2.80,0.07,1
2008,45-54,Female,VFR,Taiwan,Taiwan,0.44,13.73,0.52,1
2008,45-54,Female,VFR,China,UK,0.91,17.28,0.29,3
2008,45-54,Female,VFR,China,Spain,0.23,0.47,0.03,1
2008,45-54,Female,VFR,China,China,1.21,44.03,0.83,3
2008,45-54,Female,VFR,Other Asia,UK,0.29,10.89,0.00,1
2008,45-54,Female,VFR,Other Asia,Other Asia,3.06,217.11,0.56,4
2008,45-54,Female,VFR,Other Asia,Other Africa,0.88,4.38,1.77,1
2008,45-54,Female,VFR,Japan,UK,0.59,9.96,0.89,1
2008,45-54,Female,VFR,Japan,Japan,2.35,21.55,1.13,5
2008,45-54,Female,VFR,Japan,India,0.37,4.76,0.12,1
2008,45-54,Female,VFR,South Korea,South Korea,0.52,8.38,2.10,1
2008,45-54,Female,VFR,Australia,UK,5.48,167.48,9.76,11
2008,45-54,Female,VFR,Australia,Germany,0.91,2.74,0.15,1
2008,45-54,Female,VFR,Australia,Italy,0.37,3.72,0.12,1
2008,45-54,Female,VFR,Australia,Irish Republic,0.26,0.52,0.01,1
2008,45-54,Female,VFR,Australia,Australia,33.22,570.78,22.54,57
2008,45-54,Female,VFR,New Zealand,UK,2.57,36.82,1.61,5
2008,45-54,Female,VFR,New Zealand,Germany,1.01,5.07,0.27,1
2008,45-54,Female,VFR,New Zealand,New Zealand,5.16,37.96,1.34,9
2008,45-54,Female,VFR,United Arab Emirates,UK,7.16,115.45,4.21,9
2008,45-54,Female,VFR,United Arab Emirates,Irish Republic,1.51,3.02,0.78,1
2008,45-54,Female,VFR,United Arab Emirates,Russia,0.98,38.07,4.99,1
2008,45-54,Female,VFR,United Arab Emirates,Canada,0.63,0.63,0.01,1
2008,45-54,Female,VFR,United Arab Emirates,Other Central & South America,0.32,0.64,0.07,1
2008,45-54,Female,VFR,United Arab Emirates,New Zealand,0.29,1.47,0.07,1
2008,45-54,Female,VFR,United Arab Emirates,United Arab Emirates,0.26,2.84,0.09,1
2008,45-54,Female,VFR,Other Gulf States,UK,1.61,20.25,0.89,3
2008,45-54,Female,VFR,Other Gulf States,Other Gulf States,1.13,80.40,2.40,2
2008,45-54,Female,VFR,Saudi Arabia,Other Middle East,0.38,13.41,0.62,1
2008,45-54,Female,VFR,Iran,Iran,1.48,12.27,0.50,2
2008,45-54,Female,VFR,Other Middle East,Other Middle East,0.79,2.71,0.99,2
2008,45-54,Female,VFR,Egypt,UK,0.71,6.06,0.19,2
2008,45-54,Female,VFR,Egypt,Egypt,0.83,20.08,1.00,2
2008,45-54,Female,VFR,Israel,UK,0.54,2.18,0.12,1
2008,45-54,Female,VFR,Israel,Israel,2.11,16.82,1.24,3
2008,45-54,Female,VFR,India,UK,0.46,3.70,0.47,1
2008,45-54,Female,VFR,India,Canada,0.35,1.05,0.36,1
2008,45-54,Female,VFR,India,India,7.32,572.11,2.36,12
2008,45-54,Female,VFR,South Africa,UK,3.33,89.30,3.72,5
2008,45-54,Female,VFR,South Africa,Portugal,0.31,4.29,0.17,1
2008,45-54,Female,VFR,South Africa,Irish Republic,1.45,22.30,1.10,2
2008,45-54,Female,VFR,South Africa,USA,0.74,12.61,0.75,1
2008,45-54,Female,VFR,South Africa,South Africa,5.75,91.52,3.07,12
2008,45-54,Female,VFR,Other Southern Africa,UK,0.84,34.28,0.01,1
2008,45-54,Female,VFR,Other Southern Africa,Other Southern Africa,1.02,27.27,0.94,2
2008,45-54,Female,VFR,Nigeria,Nigeria,4.98,83.19,8.34,11
2008,45-54,Female,VFR,Other Africa,UK,3.88,119.60,9.33,5
2008,45-54,Female,VFR,Other Africa,Switzerland,0.41,0.00,0.41,1
2008,45-54,Female,VFR,Other Africa,Other Africa,3.51,92.82,18.58,7
2008,45-54,Female,Study,France,France,1.01,8.06,0.49,1
2008,45-54,Female,Study,Denmark,Denmark,0.91,0.91,0.13,1
2008,45-54,Female,Study,Greece,Greece,0.80,2.41,0.31,1
2008,45-54,Female,Study,Spain,Spain,2.94,18.74,1.77,2
2008,45-54,Female,Study,Sweden,UK,0.90,9.02,0.69,1
2008,45-54,Female,Study,Sweden,Brazil,0.74,5.21,0.39,1
2008,45-54,Female,Study,Switzerland,Switzerland,0.60,58.00,4.79,1
2008,45-54,Female,Study,Norway,Germany,0.80,2.40,0.95,1
2008,45-54,Female,Study,Canada,Canada,0.58,4.07,0.23,1
2008,45-54,Female,Study,Pakistan,Pakistan,0.45,99.10,0.72,1
2008,45-54,Female,Study,Other Africa,Other Africa,1.09,36.08,4.50,1
2008,45-54,Female,Misc.,Belgium,UK,4.54,9.19,0.78,4
2008,45-54,Female,Misc.,Belgium,Belgium,5.94,10.95,1.23,8
2008,45-54,Female,Misc.,Belgium,Japan,0.53,1.06,0.04,1
2008,45-54,Female,Misc.,France,UK,3.31,8.82,0.65,4
2008,45-54,Female,Misc.,France,Belgium,0.85,1.70,0.44,1
2008,45-54,Female,Misc.,France,France,12.11,29.31,3.38,13
2008,45-54,Female,Misc.,France,Spain,0.84,0.84,0.10,1
2008,45-54,Female,Misc.,Germany,UK,2.75,3.24,0.56,4
2008,45-54,Female,Misc.,Germany,France,0.89,1.78,0.32,1
2008,45-54,Female,Misc.,Germany,Germany,16.38,45.20,4.01,16
2008,45-54,Female,Misc.,Germany,Italy,1.51,1.27,0.04,2
2008,45-54,Female,Misc.,Italy,UK,1.52,12.65,0.14,2
2008,45-54,Female,Misc.,Italy,Italy,4.51,8.75,1.09,4
2008,45-54,Female,Misc.,Netherlands,UK,1.07,4.26,0.00,1
2008,45-54,Female,Misc.,Netherlands,Germany,0.74,0.74,0.20,1
2008,45-54,Female,Misc.,Netherlands,Netherlands,7.96,16.97,1.36,9
2008,45-54,Female,Misc.,Netherlands,Russia,0.39,9.35,0.11,1
2008,45-54,Female,Misc.,Netherlands,USA,0.04,0.04,0.00,1
2008,45-54,Female,Misc.,Denmark,Denmark,3.31,6.86,1.55,6
2008,45-54,Female,Misc.,Greece,Germany,0.69,0.69,0.06,1
2008,45-54,Female,Misc.,Greece,Greece,1.95,8.75,4.00,3
